Title,Date,Link,Description,Bill_Number
"H.R. 2018, Clean Water Cooperative Federalism Act of 2011","Thu, 30 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41551,"Cost estimate for the bill as ordered reported by the House Committee on Transportation and Infrastructure on June 22, 2011",H.R. 2018
"H.R. 2218, Empowering Parents through Quality Charter Schools Act","Thu, 30 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41552,"Cost estimate for the bill as ordered reported by the House Committee on Education and the Workforce on June 22, 2011",H.R. 2218
"S. 179, Gulf of the Farallones and Cordell Bank National Marine Sanctuaries Boundary Modification and Protection Act","Thu, 30 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41553,"Cost estimate for the bill as ordered reported by the Senate Committee on Commerce, Science, and Transportation on June 8, 2011",S. 179
Grid Cyber Security Act,"Thu, 30 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41554,"Cost estimate for the bill as ordered reported by the Senate Committee on Energy and Natural Resources on May 26, 2011",
"H.R. 1073, A bill to designate the United States courthouse to be constructed in Jackson, Mississippi, as the &quot;R. Jess Brown United States Courthouse&quot;","Tue, 28 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41555,"Cost estimate for the bill as ordered reported by the House Committee on Transportation and Infrastructure on June 22, 2011",H.R. 1073
"H.R. 1264, A bill to designate the property between the United States Federal Courthouse and the Ed Jones Building located at 109 South Highland Avenue in Jackson, Tennessee, as the &quot;M.D. Anderson Plaza&quot; and to authorize the placement of a histor","Tue, 28 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41556,"Cost estimate for the bill as ordered reported by the House Committee on Transportation and Infrastructure on June 22, 2011",H.R. 1264
"H.R. 1791, A bill to designate the United States courthouse under construction at 101 South United States Route 1 in Fort Pierce, Florida, as the &quot;Alto Lee Adams, Sr., United States Courthouse&quot;","Tue, 28 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41557,"Cost estimate for the bill as ordered reported by the House Committee on Transportation and Infrastructure on June 22, 2011",H.R. 1791
"S. 630, Marine and Hydrokinetic Renewable Energy Promotion Act of 2011","Tue, 28 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41546,"Cost estimate for the bill as ordered reported by the Senate Committee on Energy and Natural Resources on May 26, 2011",S. 630
"S. 962, Northwest Straits Marine Conservation Initiative Reauthorization Act of 2011","Tue, 28 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41547,"Cost estimate for the bill as ordered reported by the Senate Committee on Commerce, Science, and Transportation on June 8, 2011",S. 962
"H.R. 295, A bill to amend the Hydrographic Services Improvement Act of 1998 to authorize funds to acquire hydrographic data and provide hydrographic services specific to the Arctic for safe navigation, delineating the United States extended cont","Mon, 27 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41542,"Cost estimate for the bill as ordered reported by the House Committee on Natural Resources on June 15, 2011",H.R. 295
"H.R. 441, Kantishna Hills Renewable Energy Act of 2011","Mon, 27 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41543,"Cost estimate for the bill as ordered reported by the House Committee on Natural Resources on June 15, 2011",H.R. 441
"H.R. 643, Sugar Loaf Fire Protection District Land Exchange Act","Mon, 27 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41544,"Cost estimate for the bill as ordered reported by the House Committee on Natural Resources on June 15, 2011",H.R. 643
"H.R. 765, Ski Area Recreational Opportunity Enhancement Act of 2011","Mon, 27 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41545,"Cost estimate for the bill as ordered reported by the House Committee on Natural Resources on June 15, 2011",H.R. 765
"S. 978, A bill to amend the criminal penalty provision for criminal infringement of a copyright, and for other purposes","Mon, 27 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41548,"Cost estimate for the bill as reported by the Senate Committee on the Judiciary on June 20, 2011",S. 978
"H.R. 489, A bill to clarify the jurisdiction of the Secretary of the Interior with respect to the C.C. Cragin Dam and Reservoir","Fri, 24 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41536,"Cost estimate for the bill as ordered reported by the House Committee on Natural Resources on June 15, 2011",H.R. 489
"S. 453, Motorcoach Enhanced Safety Act of 2011","Thu, 23 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41539,"Cost estimate for the bill as ordered reported by the Senate Committee on Commerce, Science, and Transportation on May 5, 2011",S. 453
"H.R. 872, Reducing Regulatory Burdens Act of 2011","Thu, 23 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41537,"Cost estimate for the bill as ordered reported by the Senate Committee on Agriculture, Nutrition, and Forestry on June 21, 2011",H.R. 872
"S. 76, Strengthening Protections for Children and Communities from Disease Clusters Act","Wed, 22 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41540,"Cost estimate for the bill as ordered reported by the Senate Committee on Environment and Public Works on June 9, 2011",S. 76
"H.R. 1892, Intelligence Authorization Act for Fiscal Year 2012","Wed, 22 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41533,"Cost estimate for the bill as ordered reported by the House Permanent Select Committee on Intelligence on May 26, 2011",H.R. 1892
"H.R. 944, A bill to eliminate an unused lighthouse reservation, provide management consistency by incorporating the rocks and small islands along the coast of Orange Co, CA, into the California Coastal National Monument managed by the Bureau of","Tue, 21 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41538,"Cost estimate for the bill as ordered reported by the House Committee on Natural Resources on June 15, 2011",H.R. 944
"H.J. Res. 1, A joint resolution proposing a balanced budget amendment to the Constitution of the United States","Tue, 21 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41532,"Cost estimate for the bill as ordered reported by the House Committee on the Judiciary on June 15, 2011",H.J. Res. 1
"H.R. 2117, Protecting Academic Freedom in Higher Education Act","Tue, 21 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41534,"Cost estimate for the bill as ordered reported by the House Committee on Education and the Workforce on June 15, 2011",H.R. 2117
"S. 646, Natural Hazards Risk Reduction Act of 2011","Mon, 20 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41522,"Cost estimate for the bill as ordered reported by the Senate Committee on Commerce, Science, and Transportation on May 5, 2011",S. 646
"H.R. 1022, Buffalo Soldiers in the National Parks Study Act","Mon, 20 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41526,"Cost estimate for the bill as ordered reported by the House Committee on Natural Resources on June 15, 2011",H.R. 1022
"H.R. 1141, Rota Cultural and Natural Resources Study Act","Mon, 20 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41527,"Cost estimate for the bill as ordered reported by the House Committee on Natural Resources on June 15, 2011",H.R. 1141
"H.R. 320, Distinguished Flying Cross National Memorial Act","Mon, 20 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41528,"Cost estimate for the bill as ordered repeorted by the House Committee on Natural Resources on June 15, 2011",H.R. 320
"H.R. 470, Hoover Power Allocation Act of 2011","Mon, 20 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41529,"Cost estimate for the bill as ordered reported by the House Committee on Natural Resources on June 15, 2011",H.R. 470
"H.R. 686, Utah National Guard Readiness","Mon, 20 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41530,"Cost estimate for the bill as ordered reported by the House Committee on Natural Resources on June 15, 2011",H.R. 686
"S. 1103, A bill to extend the term of the incumbent Director of the Federal Bureau of Investigation","Fri, 17 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41518,"Cost estimate for the bill as reported by the Senate Committee on the Judiciary on June 16, 2011",S. 1103
"H.R. 670, A bill to convey certain submerged lands to the Commonwealth of the Northern Mariana Islands in order to give that territory the same benefits in its submerged lands as Guam, the Virgin Islands, and American Samoa have in their submerg","Fri, 17 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41519,"Cost estimate for the bill as ordered reported by the House Committee on Natural Resources on June 15, 2011",H.R. 670
"H.R. 672, Election Support Consolidation and Efficiency Act","Fri, 17 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41520,"Cost estimate for the bill as reported by the Committee on House Administration on June 2, 2011",H.R. 672
"S. 183, Deepwater Horizon Survivors&#039; Fairness Act","Fri, 17 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41521,"Cost estimate for the bill as ordered reported by the Senate Committee on Commerce, Science, and Transportation on June 8, 2011",S. 183
"S. 757, Carbon Dioxide Capture Technology Prize Act of 2011","Fri, 17 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41523,"Cost estimate for the bill as ordered reported by the Senate Committee on Energy and Natural Resources on May 26, 2011",S. 757
"H.R. 1280, A bill to amend the Atomic Energy Act of 1954 to require Congressional approval of agreements for peaceful nuclear cooperation with foreign countries, and for other purposes","Fri, 17 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41578,"Cost estimate for the bill as amended by the House Committee on Foreign Affairs on April 14, 2011",H.R. 1280
"S. 52, International Fisheries Stewarship and Enforcement Act","Wed, 15 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41515,"Cost estimate for the bill as ordered reported by the Senate Committee on Commerce, Science, and Transportation on May 5, 2011",S. 52
"S. 890, Fighting Fraud to Protect Taxpayers Act of 2011","Wed, 15 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41516,"Cost estimate for the bill as reported by the Senate Committee on the Judiciary on May 19, 2011",S. 890
"H.R. 908, Full Implementation of the Chemical Facility Anti-Terrorism Standards Act","Wed, 15 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41517,"Cost estimate for the bill as ordered reported by the House Committee on Energy and Commerce on May 26, 2011",H.R. 908
"S. 46, Coral Reef Conservation Amendments Act of 2011","Tue, 14 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41514,"Cost estimate for the bill as ordered reported by the Senate Committee on Commerce, Science, and Transporatation on May 5, 2011",S. 46
"H.R. 2021, Jobs and Energy Permitting Act of 2011","Thu, 09 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41506,"Cost estimate for the bill as ordered reported by the House Committee on Energy and Commerce on June 1, 2011",H.R. 2021
"S. 275, Pipeline Transportation Safety Improvement act of 2011","Thu, 09 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41507,"Cost estimate for the bill as ordered reported by the Senate Committee on Commerce, Science, and Transportation on May 5, 2011",S. 275
"S. 485, Thunder Bay National Marine Sancturary and Underwater Preserve Boundary Modification Act","Thu, 09 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41508,"Cost estimate for the bill as ordered reported by the Senate Committee on Commerce, Science, and Transportation on May 5, 2011",S. 485
"H.R. 1309, Flood Insurance Reform Act of 2011","Wed, 08 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41503,"Cost estimate for the bill as ordered reported by the House Committee on Financial Services on May 13, 2011",H.R. 1309
"H.R. 1670, Sikes Act Amendments Act of 2011","Mon, 06 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41504,"Cost estimate for the bill as ordered reported by the House Committee on Natural Resources on May 25, 2011",H.R. 1670
"H.R. 1934, A bill to improve certain administrative operations of the Library of Congress, and for other purposes","Mon, 06 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41505,"Cost estimate for the bill as ordered reported by the Committee on House Administration on May 25, 2011",H.R. 1934
"H.R. 1425, Creating Jobs Through Small Business Innovation Act of 2011","Thu, 02 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41501,"Cost estimate for the bill as ordered reported by the House Committee on Small Business on May 11, 2011",H.R. 1425
"H.R. 1891, Setting New Priorities in Education Spending Act","Wed, 01 Jun 2011 12:00:00 -0400",https://www.cbo.gov/publication/41498,"Cost estimate for the bill as ordered reported by the House Committee on Education and the Workforce on May 25, 2011",H.R. 1891
"H.R. 1954, A bill to implement the President&#039;s request to increase the statutory limit on the public debt","Fri, 27 May 2011 12:00:00 -0400",https://www.cbo.gov/publication/41496,"Cost estimate for the bill as introduced in the House of Representatives on May 24, 2011",H.R. 1954
"S. 550, Fire Grants Reauthorization Act of 2011","Thu, 26 May 2011 12:00:00 -0400",https://www.cbo.gov/publication/41499,"Cost estimate for the bill as ordered reported by the Senate Committee on Homeland Security and Governmental Affairs on May 18, 2011",S. 550
"S. 676, A bill to amend the act of June 18, 1934, to reaffirm the authority of the Secretary of the Interior to take land into trust for Indian tribes","Thu, 26 May 2011 12:00:00 -0400",https://www.cbo.gov/publication/41500,"Cost estimate for the bill as ordered reported by the Senate Committee on Indian Affairs on April 7, 2011",S. 676
"H.R. 1249, America Invents Act","Thu, 26 May 2011 12:00:00 -0400",https://www.cbo.gov/publication/41490,"Cost estimate for the bill as ordered reported by the House Committee on the Judiciary on April 14, 2011",H.R. 1249
"H.R. 1573, A bill to facilitate implementation of title VII of the Dodd-Frank Wall Street Reform and Consumer Protection Act, promote regulatory coordination, and avoid market disruption","Thu, 26 May 2011 12:00:00 -0400",https://www.cbo.gov/publication/41491,"Cost estimate for the bill as ordered reported by the House Committee on Financial Services on May 24, 2011
",H.R. 1573
"S. 954, Haitian-American Enterprise Fund Act","Thu, 26 May 2011 12:00:00 -0400",https://www.cbo.gov/publication/41492,"Cost estimate for the bill as ordered reported by the Senate Committee on Foreign Relations on May 17, 2011",S. 954
"S. 350, Environmental Crimes Enforcement Act of 2011","Wed, 25 May 2011 12:00:00 -0400",https://www.cbo.gov/publication/41493,"Cost estimate for the bill as reported by the Senate Committee on the Judiciary on May 19, 2011",S. 350
"S. 363, A bill to authorize the Secretary of Commerce to convey property of the National Oceanic and Atmospheric Administration to the city of Pascagoula, Mississippi, and for other purposes","Wed, 25 May 2011 12:00:00 -0400",https://www.cbo.gov/publication/41494,"Cost estimate for the bill as ordered reported by the Senate Committee on Commerce, Science, and Transportation on May 5, 2011",S. 363
"S. 623, Sunshine in Litigation Act of 2011","Wed, 25 May 2011 12:00:00 -0400",https://www.cbo.gov/publication/41495,"Cost estimate for the bill as ordered reported by the Senate Committee on the Judiciary on May 19, 2011",S. 623
"S. 618, A bill to promote the strengthening of the private sector in Egypt and Tunisia","Tue, 24 May 2011 12:00:00 -0400",https://www.cbo.gov/publication/41488,"Cost estimate for the bill as ordered reported by the Senate Committee on Foreign Relations on May 17, 2011",S. 618
"H.R. 1121, Responsible Consumer Financial Protection Regulations Act of 2011","Tue, 24 May 2011 12:00:00 -0400",https://www.cbo.gov/publication/41489,"Cost estimate for the bill as ordered reported by the House Committee on Financial Services on May 13, 2011
",H.R. 1121
"H.R. 1194, A bill to renew the authority of the Secretary of Health and Human Services to approve demonstration projects designed to test innovative strategies in state child welfare programs","Tue, 24 May 2011 12:00:00 -0400",https://www.cbo.gov/publication/41513,"Pay-as-you-go estimate for the bill as referred to the House Committee on Ways and Means on March 17, 2011",H.R. 1194
"H.R. 1745, Jobs, Opportunity, Benefits, and Services Act of 2011","Mon, 23 May 2011 12:00:00 -0400",https://www.cbo.gov/publication/41482,"Cost estimate for the bill as ordered reported by the House Committee on Ways and Means on May 11, 2011",H.R. 1745
"H.R. 5, Help Efficient, Accessible, Low-cost, Timely Healthcare (HEALTH) Act of 2011","Mon, 23 May 2011 12:00:00 -0400",https://www.cbo.gov/publication/41483,"Cost estimate for the bill as ordered reported by the House Committee on Energy and Commerce on May 11, 2011",H.R. 5
"H.R. 829, Contracting and Tax Accountability Act of 2011","Mon, 23 May 2011 12:00:00 -0400",https://www.cbo.gov/publication/41484,"Cost estimate for the bill as ordered reported by the House Committee on Oversight and Government Reform on April 13, 2011",H.R. 829
"H.R. 1745, Jobs, Opportunity, Benefits, and Services Act of 2011","Mon, 23 May 2011 12:00:00 -0400",https://www.cbo.gov/publication/41485,"Cost estimate for the bill as ordered reported by the House Committee on Ways and Means on May 11, 2011, with an amendment in the nature of a substitute provided by the Committee on May 20, 2011",H.R. 1745
"H.R. 1315, Consumer Financial Protection Safety and Soundness Improvement Act of 2011","Fri, 20 May 2011 12:00:00 -0400",https://www.cbo.gov/publication/41477,"Cost estimate for the bill as ordered reported by the House Committee on Financial Services on May 13, 2011
",H.R. 1315
"H.R. 1667, Bureau of Consumer Financial Protection Transfer Clarification Act","Fri, 20 May 2011 12:00:00 -0400",https://www.cbo.gov/publication/41480,"Cost estimate for the bill as ordered reported by the House Committee on Financial Services on May 13, 2011
",H.R. 1667
"S. 739, A bill to authorize the Architect of the Capitol to establish battery recharging stations for privately owned vehicles in parking areas under the jurisdiction of the Senate at no net cost to the federal government","Fri, 20 May 2011 12:00:00 -0400",https://www.cbo.gov/publication/41481,"Cost estimate for the bill as reported by the Senate Committee on Rules and Administration on May 12, 2011",S. 739
"H.R. 1540, National Defense Authorization Act for Fiscal Year 2012","Fri, 20 May 2011 12:00:00 -0400",https://www.cbo.gov/publication/41476,"Cost estimate for the bill as reported by the House Committee on Armed Services on May 17, 2011
",H.R. 1540
"H.R. 1425, Creating Jobs Through Small Business Innovation Act of 2011","Wed, 18 May 2011 12:00:00 -0400",https://www.cbo.gov/publication/41478,"Cost estimate for the bill as ordered reported by the House Committee on Science, Space, and Technology on May 4, 2011",H.R. 1425
"H.R. 1383, Restoring GI Bill Fairness Act of 2011","Wed, 18 May 2011 12:00:00 -0400",https://www.cbo.gov/publication/41579,"Cost estimate for the bill as ordered reported by the House Committee on Veterans' Affairs on May 12, 2011",H.R. 1383
"H.R. 1800, FISA Sunsets Reauthorization Act of 2011","Wed, 18 May 2011 12:00:00 -0400",https://www.cbo.gov/publication/41474,"Cost estimate for the bill as ordered reported by the House Committee on the Judiciary on May 12, 2011",H.R. 1800
"H.R. 1407, Veterans&#039; Compensation Cost-of-Living Adjustment Act of 2011","Mon, 16 May 2011 12:00:00 -0400",https://www.cbo.gov/publication/41467,"Cost estimate for the bill as ordered reported by the House Committee on Veterans' Affairs on May 12, 2011",H.R. 1407
"H.R. 1484, Veterans Appeals Improvement Act of 2011","Mon, 16 May 2011 12:00:00 -0400",https://www.cbo.gov/publication/41468,"Cost estimate for the bill as ordered reported by the House Committee on Veterans' Affairs on May 12, 2011",H.R. 1484
"H.R. 1627, Honoring American Veterans Act of 2011","Mon, 16 May 2011 12:00:00 -0400",https://www.cbo.gov/publication/41469,"Cost estimate for the bill as ordered reported by the House Committee on Veterans' Affairs on May 12, 2011",H.R. 1627
"H.R. 1657, A bill to amend title 38, United States Code, to revise the enforcement penalties for misrepresentation of a business concern as a small business concern owned and controlled by veterans or as a small business concern owned and control","Mon, 16 May 2011 12:00:00 -0400",https://www.cbo.gov/publication/41470,"Cost estimate for the bill as ordered reported by the House Committee on Veterans' Affairs on May 12, 2011",H.R. 1657
"H.R. 802, A bill to amend title 38, United States Code, to direct the Secretary of Veterans Affairs to establish a VetStar Award Program","Mon, 16 May 2011 12:00:00 -0400",https://www.cbo.gov/publication/41471,"Cost estimate for the bill as ordered reported by the House Committee on Veterans' Affairs on May 12, 2011",H.R. 802
"H.R. 1540, the National Defense Authorization Act for Fiscal Year 2012","Mon, 16 May 2011 12:00:00 -0400",https://www.cbo.gov/publication/41473,"Preliminary estimate of the direct spending effects for the bill as ordered reported by the House Committee on Armed Services on May 11, 2011.
",H.R. 1540
"H.R. 1573, A bill to facilitate implementation of title VII of the Dodd-Frank Wall Street Reform and Consumer Protection Act, promote regulatory coordination, and avoid market disruption","Wed, 11 May 2011 12:00:00 -0400",https://www.cbo.gov/publication/41458,"Cost estimate for the bill as ordered reported by the House Committee on Agriculture on May 4, 2011
",H.R. 1573
"H.R. 1683, State Flexibility Act","Wed, 11 May 2011 12:00:00 -0400",https://www.cbo.gov/publication/41460,"Cost estimate for the bill as introduced in the House of Representatives on May 3, 2011",H.R. 1683
"H.R. 828, Federal Employee Tax Accountability Act of 2011","Wed, 11 May 2011 12:00:00 -0400",https://www.cbo.gov/publication/41465,"Cost estimate for the bill as ordered reported by the House Committee on Oversight and Government Reform on April 13, 2011",H.R. 828
"H.R. 1326, Furthering International Nuclear Safety Act of 2011","Tue, 10 May 2011 12:00:00 -0400",https://www.cbo.gov/publication/41456,"Cost estimate for the bill as amended by the House Committee on Foreign Affairs on April 14, 2011",H.R. 1326
"S. 710, Hazardous Waste Electronic Manifest Establishment Act","Fri, 06 May 2011 00:00:00 -0400",https://www.cbo.gov/publication/22126,"Cost estimate for the bill as ordered reported by the Senate Committee on Environment and Public Works on April 15, 2011",S. 710
"H.R. 1021, Temporary Bankruptcy Judgeship Extension Act of 2011","Thu, 05 May 2011 12:00:00 -0400",https://www.cbo.gov/publication/41457,"Cost estimate for the bill as ordered reported by the House Committee on the Judiciary on March 17, 2011",H.R. 1021
"S. 398, Implementation of National Consensus Appliance Agreements Act of 2011","Tue, 03 May 2011 12:00:00 -0400",https://www.cbo.gov/publication/41459,"Cost estimate for the bill as ordered reported by the Senate Committee on Energy and Natural Resources on April 12, 2011",S. 398
"H.R. 1231, Reversing President Obama&#039;s Offshore Moratorium Act","Mon, 02 May 2011 00:00:00 -0400",https://www.cbo.gov/publication/22123,"Cost estimate for the bill as ordered reported by the House Committee on Natural Resources on April 13, 2011",H.R. 1231
"H.R. 515, Belarus Democracy and Human Rights Act of 2011","Mon, 02 May 2011 00:00:00 -0400",https://www.cbo.gov/publication/22124,"Cost estimate for the bill as amended by the House Committee on Foreign Affairs on April 14, 2011",H.R. 515
"S. 679, Presidential Appointment Efficiency and Streamlining Act of 2011","Mon, 02 May 2011 00:00:00 -0400",https://www.cbo.gov/publication/22125,"Cost estimate for the bill as ordered reported by the Senate Committee on Homeland Security and Governmental Affairs on April 13, 2011",S. 679
"H.R. 1230, Restarting American Offshore Leasing Now Act","Thu, 28 Apr 2011 00:00:00 -0400",https://www.cbo.gov/publication/22118,"Cost estimate for the bill as ordered reported by the House Committee on Natural Resources on April 13, 2011",H.R. 1230
"H.R. 1213, A bill to repeal mandatory funding provided to states in the Patient Protection and Affordable Care Act to establish American Health Benefit Exchanges","Wed, 27 Apr 2011 00:00:00 -0400",https://www.cbo.gov/publication/22115,"Cost estimate for the bill as ordered reported by the House Committee on Energy and Commerce on April 5, 2011",H.R. 1213
"H.R. 1229, Putting the Gulf of Mexico Back to Work Act","Wed, 27 Apr 2011 00:00:00 -0400",https://www.cbo.gov/publication/22116,"Cost estimate for the bill as ordered reported by the House Committee on Natural Resources on April 13, 2011",H.R. 1229
"S. 762, Federal Acquisition Institute Improvement Act of 2011","Wed, 27 Apr 2011 00:00:00 -0400",https://www.cbo.gov/publication/22117,"Cost estimate for the bill as ordered reported by the Senate Committee on Homeland Security and Governmental Affairs on April 13, 2011",S. 762
"H.R. 1016, Assessing Progress in Haiti Act","Wed, 27 Apr 2011 00:00:00 -0400",https://www.cbo.gov/publication/22122,"Cost estimate for the bill as amended by the House Committee on Foreign Affairs on April 14, 2011",H.R. 1016
"H.R. 1470, A bill to amend title 5, United States Code, to extend the probationary period applicable to appointments in the civil service, and for other purposes","Tue, 26 Apr 2011 00:00:00 -0400",https://www.cbo.gov/publication/22110,"Cost estimate for the bill as ordered reported by the House Committee on Oversight and Government Reform on April 13, 2011",H.R. 1470
"S. 300, Government Charge Card Abuse Prevention Act of 2011","Tue, 26 Apr 2011 00:00:00 -0400",https://www.cbo.gov/publication/22111,"Cost estimate for the bill as ordered reported by the Senate Committee on Homeland Security and Governmental Affairs on April 13, 2011",S. 300
"S. 394, No Oil Producing and Exporting Cartels Act of 2011","Tue, 26 Apr 2011 00:00:00 -0400",https://www.cbo.gov/publication/22112,"Cost estimate for the bill as ordered reported by the Senate Committee on the Judiciary on April 7, 2011",S. 394
"S. 410, Sunshine in the Courtroom Act of 2011","Tue, 26 Apr 2011 00:00:00 -0400",https://www.cbo.gov/publication/22113,"Cost estimate for the bill as reported by the Senate Committee on the Judiciary on April 7, 2011",S. 410
"S. 782, Economic Development Revitalization Act of 2011","Tue, 26 Apr 2011 00:00:00 -0400",https://www.cbo.gov/publication/22114,"Cost estimate for the bill as ordered reported by the Senate Committee on Environment and Public Works on April 14, 2011",S. 782
"S. 629, Hydropower Improvement Act of 2011","Fri, 22 Apr 2011 00:00:00 -0400",https://www.cbo.gov/publication/22108,"Cost estimate for the bill as ordered reported by the Senate Committee on Energy and Natural Resources on April 12, 2011",S. 629
"S. 680, National Women&#039;s History Museum Act of 2011","Fri, 22 Apr 2011 00:00:00 -0400",https://www.cbo.gov/publication/22109,"Cost estimate for the bill as ordered reported by the Senate Committee on Environment and Public Works on April 14, 2011",S. 680
"S. 191, Amateur Radio Emergency Communications Enhancement Act of 2011","Tue, 19 Apr 2011 00:00:00 -0400",https://www.cbo.gov/publication/22106,"Cost estimate for the bill as ordered reported by the Senate Committee on Homeland Security and Governmental Affairs on April 13, 2011",S. 191
"S. 498, Independent Task and Delivery Order Review Extension Act of 2011","Tue, 19 Apr 2011 00:00:00 -0400",https://www.cbo.gov/publication/22107,"Cost estimate for the bill as ordered reported by the Senate Committee on Homeland Security and Governmental Affairs on April 13, 2011",S. 498
"S. 222, Limiting Investor and Homeowner Loss in Foreclosure Act of 2010","Fri, 15 Apr 2011 00:00:00 -0400",https://www.cbo.gov/publication/22102,"Cost estimate for the bill as ordered reported by the Senate Committee on the Judiciary on March 31, 2011 ",S. 222
"S. 675, Native Hawaiian Government Reorganization Act of 2011","Fri, 15 Apr 2011 00:00:00 -0400",https://www.cbo.gov/publication/22103,"Cost estimate for the bill as ordered reported by the Senate Committee on Indian Affairs on April 7, 2011",S. 675
"S. 99, American Medical Isotopes Production Act of 2011","Fri, 15 Apr 2011 00:00:00 -0400",https://www.cbo.gov/publication/22104,"Cost estimate for the bill as ordered reported by the Senate Committee on Energy and Natural Resources on April 12, 2011",S. 99
"H.R. 1473, the Department  of Defense and Full-Year Continuing Appropriations Act of 2011 (Additional Information)","Thu, 14 Apr 2011 00:00:00 -0400",https://www.cbo.gov/publication/22100,"Additional information for the bill as posted on the House Committee on Rules website on April 12, 2011",H.R. 1473
"H.R. 1343, A bill to return unused or reclaimed funds made available for broadband awards in the American Recovery and Reinvestment Act of 2009 to the Treasury of the United States","Thu, 14 Apr 2011 00:00:00 -0400",https://www.cbo.gov/publication/22101,"Cost estimate for the bill as ordered reported by the House Committee on Energy and Commerce on April 5, 2011",H.R. 1343
"H.R. 1473, The Department of Defense and Full-Year Continuing Appropriations Act of 2011","Tue, 12 Apr 2011 00:00:00 -0400",https://www.cbo.gov/publication/22097,"Cost estimate for the bill as posted on the House Committee on Rules website on April 12, 2011",H.R. 1473
"Public Law 112-8, Further Additional Continuing Appropriations Amendments, 2011","Tue, 12 Apr 2011 00:00:00 -0400",https://www.cbo.gov/publication/22098,"Cost estimate for the legislation, as enacted.
",
"H.R. 690, Federal Trade Commission and National Gallery of Art Facility Consolidation, Savings, and Efficiency Act of 2011","Tue, 12 Apr 2011 00:00:00 -0400",https://www.cbo.gov/publication/22099,"Cost estimate for the bill as ordered reported by the House Committee on Transportation and Infrastructure on February 16, 2011",H.R. 690
Table Summarizing the Continuing Resolutions for 2011 in the 112th Congress,"Tue, 12 Apr 2011 00:00:00 -0400",https://www.cbo.gov/publication/22067,,
"H.R. 1215, A bill to amend title V of the Social Security Act to convert funding for personal responsibility education programs from direct appropriations to an authorization of appropriations","Fri, 08 Apr 2011 00:00:00 -0400",https://www.cbo.gov/publication/22093,"Cost estimate for the bill as ordered reported by the House Committee on Energy and Commerce on April 5, 2011",H.R. 1215
"H.R. 1216, a bill to amend the Public Health Service Act to convert funding for graduate medical education in qualified teaching health centers from a direct appropriation to an authorization of appropriations","Fri, 08 Apr 2011 00:00:00 -0400",https://www.cbo.gov/publication/22094,"Cost estimate for the bill as ordered reported by the House Committee on Energy and Commerce on April 5, 2011",H.R. 1216
